Date,Close
2021-12-10,3525.5865112304687
2021-12-13,3518.896520996094
2021-12-14,3510.7040283203123
2021-12-15,3506.984033203125
2021-12-16,3498.405029296875
2021-12-17,3483.61953125
2021-12-20,3466.8700317382813
2021-12-21,3458.6585327148437
2021-12-22,3450.6935302734373
2021-12-23,3442.7415405273437
2021-12-27,3437.1830322265623
2021-12-28,3429.76552734375
2021-12-29,3423.6130249023436
2021-12-30,3420.0715209960936
2021-12-31,3414.920520019531
